RCPT_YR,CGG_CD,CGG_NM,STDG_CD,STDG_NM,LOTNO_SE,LOTNO_SE_NM,MNO,SNO,BLDG_NM,CTRT_DAY,THING_AMT,ARCH_AREA,LAND_AREA,FLR,RGHT_SE,RTRCN_DAY,ARCH_YR,BLDG_USG,DCLR_SE,OPBIZ_RESTAGNT_SGG_NM
2025,11230,동대문구,10400,전농동,1,대지,0690,0000,래미안크레시티,2025-03-22,142000,84.96,0.0,16.0,,,2014,아파트,중개거래,서울 동대문구
2025,11230,동대문구,10500,답십리동,1,대지,1003,0000,래미안위브,2025-03-22,117000,59.97,0.0,12.0,,,2014,아파트,중개거래,서울 동대문구
2025,11740,강동구,10900,천호동,,,,,,2025-03-21,99630,197.1,103.0,0.0,,,1995,단독다가구,직거래,
2025,11545,금천구,10200,독산동,1,대지,0180,0036,(180-36),2025-03-21,26000,94.96,45.0,3.0,,,1998,연립다세대,직거래,
2025,11740,강동구,10900,천호동,,,,,,2025-03-21,136037,192.0,149.0,0.0,,,1983,단독다가구,직거래,
2025,11440,마포구,10400,도화동,1,대지,0571,0000,나눔빌딩,2025-03-21,24500,25.56,33.5718,8.0,,,2015,오피스텔,중개거래,서울 마포구
2025,11590,동작구,10200,상도동,1,대지,0533,0000,힐스테이트 상도 프레스티지,2025-03-21,140000,84.951,0.0,13.0,,,2013,아파트,직거래,
2025,11530,구로구,10800,오류동,1,대지,0001,0148,대하쉐르빌타운2동,2025-03-21,14500,59.93,32.0,4.0,,,2002,연립다세대,중개거래,경기 부천시 소사구
2025,11410,서대문구,10600,천연동,1,대지,0145,0000,천연뜨란채,2025-03-21,86000,57.78,0.0,8.0,,,2006,아파트,중개거래,서울 서대문구
2025,11680,강남구,10400,청담동,1,대지,0030,0033,청담대림이-편한세상,2025-03-21,230000,81.84,0.0,3.0,,,2002,아파트,중개거래,서울 강남구
2025,11230,동대문구,10400,전농동,1,대지,0006,0000,전농우성,2025-03-21,60000,84.84,0.0,15.0,,,1992,아파트,직거래,
2025,11350,노원구,10300,공릉동,1,대지,0081,0000,태강아파트(아이파크),2025-03-21,50000,49.6,0.0,2.0,,,1999,아파트,중개거래,서울 노원구
2025,11680,강남구,10100,역삼동,1,대지,0757,0000,역삼래미안,2025-03-21,214000,59.4,0.0,4.0,,,2005,아파트,중개거래,서울 강남구
2025,11230,동대문구,10600,장안동,1,대지,0346,0001,태솔아파트3차,2025-03-21,40000,66.46,91.29,2.0,,,2018,오피스텔,중개거래,서울 동대문구
2025,11710,송파구,10400,송파동,1,대지,0161,0000,미성맨션,2025-03-21,115000,84.95,0.0,3.0,,,1985,아파트,직거래,
2025,11380,은평구,10600,대조동,1,대지,0197,0001,유진 아이디움,2025-03-21,15000,17.14,25.49,3.0,,,2019,오피스텔,직거래,
2025,11710,송파구,11400,마천동,1,대지,0031,0002,솔렌시아아파트,2025-03-21,16500,42.3,54.09,1.0,,,2003,오피스텔,직거래,
2025,11740,강동구,10900,천호동,1,대지,0333,0055,천호e-편한세상,2025-03-21,100000,84.95,0.0,5.0,,,2005,아파트,중개거래,서울 강동구
2025,11440,마포구,12000,서교동,1,대지,0482,0022,진흥하임,2025-03-21,16000,18.44,12.0,2.0,,,2012,연립다세대,중개거래,서울 마포구
2025,11380,은평구,10700,응암동,1,대지,0112,0022,미성쉐르빌,2025-03-21,30000,55.36,21.0,2.0,,,2001,연립다세대,중개거래,서울 은평구
2025,11380,은평구,10200,녹번동,1,대지,0159,0005,제일빌라2차(159-5),2025-03-21,9000,42.32,18.0,1.0,,,1993,연립다세대,직거래,
2025,11380,은평구,10400,갈현동,1,대지,0521,0022,하나블루힐스,2025-03-21,29000,41.24,25.0,5.0,,,2015,연립다세대,중개거래,서울 은평구
2025,11230,동대문구,10800,회기동,1,대지,0101,0030,현대하이츠빌라(101-30),2025-03-21,32700,72.84,41.0,2.0,,,1990,연립다세대,중개거래,서울 동대문구
2025,11740,강동구,10900,천호동,,,,,,2025-03-21,99087,185.93,104.0,0.0,,,1991,단독다가구,직거래,
2025,11710,송파구,10400,송파동,1,대지,0025,0006,(25-6),2025-03-20,23000,53.28,28.0,3.0,,,2003,연립다세대,직거래,
2025,11440,마포구,11500,상수동,1,대지,0327,0011,미주빌2차,2025-03-20,32000,23.36,23.0,2.0,,,2008,연립다세대,직거래,
2025,11710,송파구,11300,거여동,1,대지,0696,0000,e편한세상송파파크센트럴,2025-03-20,164000,113.63,0.0,25.0,,,2021,아파트,중개거래,서울 송파구
2025,11260,중랑구,10300,중화동,1,대지,0323,0017,성우스타팰리스103동104동,2025-03-20,25700,41.67,24.0,5.0,,,2015,연립다세대,중개거래,서울 중랑구
2025,11560,영등포구,11000,여의도동,1,대지,0014,0008,(14-8),2025-03-20,47000,82.38,110.61,11.0,,,1991,오피스텔,직거래,
2025,11500,강서구,10300,화곡동,1,대지,0024,0338,진솔빌라트,2025-03-20,26500,43.665,26.0,6.0,,,2015,연립다세대,직거래,
2025,11710,송파구,10100,잠실동,1,대지,0315,0001,(315-1),2025-03-20,60000,65.97,42.0,5.0,,,2016,연립다세대,중개거래,서울 송파구
2025,11710,송파구,11200,오금동,1,대지,0617,0000,송파레미니스2단지,2025-03-20,120000,84.82,0.0,20.0,,,2018,아파트,직거래,
2025,11545,금천구,10300,시흥동,1,대지,1026,0000,남서울힐스테이트,2025-03-20,89000,84.786,0.0,2.0,,20250321,2014,아파트,중개거래,서울 금천구
2025,11680,강남구,10500,삼성동,1,대지,0011,0000,롯데캐슬프레미어,2025-03-20,254500,121.931,0.0,12.0,,,2007,아파트,직거래,
2025,11545,금천구,10300,시흥동,1,대지,1026,0000,남서울힐스테이트,2025-03-20,89000,84.786,0.0,2.0,,,2014,아파트,중개거래,서울 금천구
2025,11290,성북구,13300,정릉동,1,대지,0406,0000,정릉푸르지오,2025-03-20,65500,59.98,0.0,6.0,,,2005,아파트,중개거래,서울 성북구
2025,11170,용산구,12100,용문동,1,대지,0001,0002,HAHOJE,2025-03-20,65000,28.92,24.0,2.0,,,2023,연립다세대,직거래,
2025,11260,중랑구,10100,면목동,,,,,,2025-03-20,50000,152.44,97.0,0.0,,,1992,단독다가구,중개거래,서울 중랑구
2025,11680,강남구,10600,대치동,1,대지,0974,0000,대치현대,2025-03-20,189500,59.82,0.0,20.0,,,1999,아파트,중개거래,서울 강남구
2025,11305,강북구,10100,미아동,1,대지,0791,2797,삼우주택,2025-03-20,14000,45.0,32.0,3.0,,,1993,연립다세대,직거래,
2025,11470,양천구,10200,목동,1,대지,0531,0010,둥지빌라,2025-03-20,18000,63.08,33.0,-1.0,,,1991,연립다세대,중개거래,서울 양천구
2025,11680,강남구,11800,도곡동,1,대지,0467,0029,타워팰리스3,2025-03-20,349000,124.641,0.0,25.0,,,2004,아파트,중개거래,서울 강남구
2025,11305,강북구,10100,미아동,1,대지,0791,1347,동명아트빌,2025-03-20,17500,50.79,35.0,2.0,,,2002,연립다세대,직거래,
2025,11110,종로구,16300,종로5가,1,대지,0138,0004,종로5가역 하이뷰더광장,2025-03-20,28900,18.97,21.2258,15.0,,,2022,오피스텔,중개거래,서울 종로구
2025,11230,동대문구,10600,장안동,1,대지,0329,0003,래미안장안2차,2025-03-20,82000,64.85,0.0,12.0,,,2007,아파트,중개거래,서울 동대문구
2025,11200,성동구,11200,금호동4가,1,대지,1250,0000,롯데,2025-03-20,73200,84.89,0.0,16.0,,,2003,아파트,직거래,
2025,11380,은평구,10300,불광동,1,대지,0244,0113,(244-113),2025-03-20,48000,26.39,17.0,1.0,,,1992,연립다세대,중개거래,서울 은평구
2025,11500,강서구,10700,외발산동,1,대지,0221,0007,파인캐슬,2025-03-20,18700,59.6,37.0,1.0,,,2001,연립다세대,중개거래,서울 강서구
2025,11500,강서구,10200,등촌동,1,대지,0656,0058,등촌 미르웰 한올림 3차,2025-03-20,13000,14.41,22.96,9.0,,,2018,오피스텔,직거래,
2025,11680,강남구,10100,역삼동,1,대지,0710,0000,현대까르띠에710,2025-03-20,310000,171.944,0.0,12.0,,,2001,아파트,중개거래,서울 강남구
2025,11290,성북구,13500,종암동,1,대지,0080,0000,래미안크리시엘,2025-03-20,79000,84.95,0.0,1.0,,,2004,아파트,중개거래,서울 성북구
2025,11230,동대문구,11000,이문동,3,블럭,0149,0008,이문 아이파크 자이,2025-03-20,100000,59.91,0.0,10.0,분양권,,0,아파트,중개거래,서울 동대문구
2025,11380,은평구,10900,신사동,1,대지,0022,0013,더플레이스,2025-03-20,26800,28.98,18.0,3.0,,,2019,연립다세대,중개거래,서울 은평구
2025,11170,용산구,10700,동자동,1,대지,0056,0000,트윈시티 남산,2025-03-20,34000,28.33,45.62,15.0,,,2015,오피스텔,중개거래,경기 안산시 단원구
2025,11290,성북구,13400,길음동,1,대지,1279,0000,길음뉴타운1단지(래미안길음1차),2025-03-20,82000,59.99,0.0,20.0,,,2003,아파트,중개거래,서울 성북구
2025,11230,동대문구,11000,이문동,3,블럭,0149,0008,이문 아이파크 자이,2025-03-20,100000,59.91,0.0,10.0,분양권,20250320,0,아파트,중개거래,서울 동대문구
2025,11620,관악구,10100,봉천동,1,대지,1712,0000,관악드림(동아),2025-03-20,84000,60.0,0.0,9.0,,,2003,아파트,중개거래,"경북 경주시, 서울 관악구"
2025,11410,서대문구,11100,홍제동,1,대지,0267,0014,신흥빌라트(267-14),2025-03-20,42000,71.65,41.0,3.0,,,2000,연립다세대,중개거래,서울 서대문구
2025,11500,강서구,10300,화곡동,1,대지,0409,0260,나애뜰(B동),2025-03-20,17000,39.33,23.0,5.0,,,2010,연립다세대,중개거래,서울 강서구
2025,11620,관악구,10200,신림동,,,,,,2025-03-20,30000,72.73,99.0,0.0,,,1976,단독다가구,중개거래,서울 강북구
2025,11620,관악구,10200,신림동,1,대지,0092,0400,(92-400),2025-03-20,25000,66.63,44.0,-1.0,,,1990,연립다세대,중개거래,서울 관악구
2025,11560,영등포구,13200,신길동,1,대지,3939,0000,이레아트빌,2025-03-20,39000,53.8,18.0,5.0,,,2009,연립다세대,중개거래,"서울 동작구, 서울 영등포구"
2025,11320,도봉구,10600,방학동,1,대지,0600,0021,삼호골드타운(나동),2025-03-20,9900,36.57,22.0,4.0,,,2002,연립다세대,중개거래,서울 도봉구
2025,11500,강서구,10300,화곡동,1,대지,0346,0086,우성A동B동(346-86),2025-03-20,18500,32.9,20.0,2.0,,,2014,연립다세대,중개거래,서울 강서구
2025,11320,도봉구,10700,창동,1,대지,0347,0000,창동주공3단지(해등마을),2025-03-20,59900,58.01,0.0,15.0,,,1990,아파트,중개거래,"경기 의정부시, 서울 도봉구"
2025,11620,관악구,10200,신림동,1,대지,0458,0009,승우팰리스,2025-03-20,33700,43.25,30.0,2.0,,,2012,연립다세대,중개거래,서울 관악구
2025,11545,금천구,10200,독산동,1,대지,1093,0004,한신아파트,2025-03-20,55000,89.46,0.0,23.0,,,1991,아파트,중개거래,서울 금천구
2025,11140,중구,16200,신당동,1,대지,0852,0000,청구e편한세상,2025-03-20,145000,84.95,0.0,1.0,,,2011,아파트,중개거래,서울 중구
2025,11680,강남구,11100,세곡동,1,대지,0516,0000,세곡리엔파크(3단지),2025-03-20,104000,84.96,0.0,5.0,,,2011,아파트,직거래,
2025,11350,노원구,10500,상계동,1,대지,1306,0000,우림루미아트1,2025-03-20,62000,84.887,0.0,1.0,,,2004,아파트,직거래,
2025,11710,송파구,10700,가락동,1,대지,0913,0000,헬리오시티,2025-03-20,146000,59.96,0.0,13.0,,,2018,아파트,직거래,
2025,11620,관악구,10200,신림동,1,대지,1710,0005,보라매115동,2025-03-20,36000,59.9,27.0,5.0,,,2000,연립다세대,중개거래,서울 관악구
2025,11290,성북구,10300,돈암동,1,대지,0609,0001,한진(609-1),2025-03-20,57500,59.58,0.0,20.0,,,1998,아파트,중개거래,서울 성북구
2025,11650,서초구,10800,서초동,1,대지,1337,0002,아크로텔 강남역,2025-03-20,23200,20.723,29.193,6.0,,,2016,오피스텔,중개거래,서울 서초구
2025,11680,강남구,10400,청담동,1,대지,0030,0033,청담대림이-편한세상,2025-03-20,242000,81.84,0.0,4.0,,,2002,아파트,중개거래,서울 강남구
2025,11410,서대문구,11100,홍제동,1,대지,0454,0000,유원하나,2025-03-20,57000,72.34,0.0,10.0,,,1996,아파트,중개거래,서울 서대문구
2025,11560,영등포구,13200,신길동,1,대지,4958,0000,보라매에스케이뷰,2025-03-20,153000,84.98,0.0,24.0,,,2020,아파트,중개거래,서울 영등포구
2025,11530,구로구,10200,구로동,1,대지,0747,0051,(747-51),2025-03-19,24500,49.59,0.0,4.0,,,1999,아파트,중개거래,서울 구로구
2025,11350,노원구,10500,상계동,,,,,,2025-03-19,26000,67.38,83.0,0.0,,,1981,단독다가구,직거래,
2025,11380,은평구,10900,신사동,1,대지,0270,0009,기룡하이츠(270-9),2025-03-19,28000,50.6,33.0,3.0,,,2016,연립다세대,중개거래,서울 은평구
2025,11740,강동구,10700,암사동,1,대지,0492,0004,한강아트빌라,2025-03-19,28650,55.17,31.0,4.0,,,1993,연립다세대,중개거래,서울 강동구
2025,11590,동작구,10200,상도동,1,대지,0202,0150,(202-150),2025-03-19,20000,26.4,19.0,-1.0,,20250319,1986,연립다세대,중개거래,서울 동작구
2025,11305,강북구,10300,수유동,1,대지,0048,0001,제네스타워,2025-03-19,12000,29.25,43.24,11.0,,,2012,오피스텔,중개거래,서울 강북구
2025,11620,관악구,10100,봉천동,1,대지,1641,0028,경성빌라,2025-03-19,25000,49.92,31.0,2.0,,,1991,연립다세대,직거래,
2025,11500,강서구,10500,마곡동,1,대지,0784,0011,마곡오드카운티1차,2025-03-19,13500,19.643,32.5227,9.0,,,2016,오피스텔,중개거래,서울 강서구
2025,11740,강동구,10200,고덕동,1,대지,0470,0000,대우,2025-03-19,93000,96.0,0.0,8.0,,20250319,1986,아파트,중개거래,서울 강동구
2025,11590,동작구,10200,상도동,1,대지,0007,0009,홈씨아트로얄,2025-03-19,35000,41.23,23.0,3.0,,,2019,연립다세대,중개거래,서울 동작구
2025,11680,강남구,10600,대치동,1,대지,0890,0042,대치동우정에쉐르2(890-42),2025-03-19,77500,59.95,0.0,5.0,,,2004,아파트,중개거래,서울 강남구
2025,11710,송파구,11200,오금동,1,대지,0616,0000,송파레미니스,2025-03-19,140000,84.99,0.0,11.0,,,2017,아파트,중개거래,서울 송파구
2025,11620,관악구,10100,봉천동,1,대지,0179,0058,낙성대현대아파트,2025-03-19,72000,61.74,0.0,10.0,,,1988,아파트,중개거래,서울 관악구
2025,11530,구로구,10700,개봉동,1,대지,0175,0008,청실,2025-03-19,48500,64.56,0.0,13.0,,,1987,아파트,직거래,
2025,11290,성북구,13700,상월곡동,1,대지,0101,0000,동아에코빌,2025-03-19,59500,59.95,0.0,3.0,,,2003,아파트,중개거래,"서울 강서구, 서울 성북구"
2025,11680,강남구,11200,자곡동,1,대지,0646,0000,엘에이치강남8단지,2025-03-19,110000,59.62,82.0,2.0,,,2013,연립다세대,중개거래,서울 강남구
2025,11260,중랑구,10600,신내동,1,대지,0803,0000,대성유니트,2025-03-19,59000,76.94,0.0,15.0,,,2005,아파트,중개거래,서울 중랑구
2025,11590,동작구,10700,사당동,1,대지,0278,0103,엘파라시오6차,2025-03-19,39000,43.4,28.0,2.0,,,2017,연립다세대,중개거래,서울 동작구
2025,11305,강북구,10300,수유동,1,대지,0518,0034,금호그린빌,2025-03-19,12000,47.61,23.0,4.0,,,2002,연립다세대,직거래,
2025,11305,강북구,10100,미아동,1,대지,0461,0000,송천센트레빌,2025-03-19,74000,84.965,0.0,14.0,,,2010,아파트,직거래,
2025,11140,중구,16500,황학동,1,대지,1079,0000,(1079),2025-03-19,31750,42.19,55.7575,6.0,,,2017,오피스텔,중개거래,서울 중구
2025,11680,강남구,11800,도곡동,1,대지,0963,0000,럭키(963),2025-03-19,233000,84.97,0.0,13.0,,,1995,아파트,중개거래,서울 강남구
2025,11560,영등포구,13300,대림동,1,대지,1101,0001,(1101-1),2025-03-19,11000,14.46,0.0,4.0,,,2012,아파트,중개거래,서울 영등포구
2025,11230,동대문구,10500,답십리동,1,대지,1009,0000,힐스테이트청계,2025-03-19,127000,59.94,0.0,22.0,,,2018,아파트,중개거래,서울 동대문구
2025,11290,성북구,13400,길음동,1,대지,1288,0000,래미안길음센터피스,2025-03-19,109000,59.9,0.0,30.0,,,2019,아파트,중개거래,서울 성북구
2025,11710,송파구,10200,신천동,1,대지,0017,0000,파크리오,2025-03-19,185000,59.95,0.0,5.0,,,2008,아파트,직거래,
2025,11440,마포구,11200,현석동,1,대지,0222,0000,강변힐스테이트,2025-03-19,127500,84.85,0.0,1.0,,,2004,아파트,중개거래,서울 마포구
2025,11380,은평구,10800,역촌동,1,대지,0085,0041,리더스파크,2025-03-19,74000,82.45,0.0,9.0,,,2006,아파트,중개거래,서울 은평구
2025,11590,동작구,10200,상도동,1,대지,0202,0150,(202-150),2025-03-19,20000,26.4,19.0,-1.0,,,1986,연립다세대,중개거래,서울 동작구
2025,11590,동작구,10800,대방동,1,대지,0098,0004,티엠타운,2025-03-19,30000,26.95,17.0,3.0,,,2016,연립다세대,중개거래,서울 영등포구
2025,11410,서대문구,11100,홍제동,1,대지,0156,0200,고은,2025-03-19,44900,62.55,0.0,3.0,,,1975,아파트,중개거래,서울 서대문구
2025,11215,광진구,10500,자양동,1,대지,0510,0005,이튼타워리버1차,2025-03-19,142000,84.17,0.0,6.0,,,2006,아파트,중개거래,"서울 광진구, 서울 중구"
2025,11680,강남구,10800,논현동,1,대지,0137,0001,논현빌(137-1),2025-03-19,18000,16.88,10.0,2.0,,,2013,연립다세대,중개거래,서울 강남구
2025,11215,광진구,10500,자양동,1,대지,0593,0024,욱현하이브빌(593-24),2025-03-19,50400,57.83,34.0,2.0,,,2016,연립다세대,직거래,
2025,11500,강서구,10300,화곡동,1,대지,1082,0028,대호아트타운가동,2025-03-19,16500,39.94,20.0,3.0,,,1992,연립다세대,중개거래,서울 강서구
2025,11470,양천구,10200,목동,1,대지,0548,0001,제니스빌(548-1),2025-03-19,32000,50.46,30.0,5.0,,,2012,연립다세대,중개거래,서울 양천구
2025,11500,강서구,10200,등촌동,1,대지,0656,0052,강서메트로칸,2025-03-19,10300,17.34,25.46,4.0,,,2013,오피스텔,중개거래,서울 강서구
2025,11440,마포구,10900,염리동,1,대지,0533,0000,마포자이더센트리지(102동~112동),2025-03-19,157500,59.99,0.0,21.0,,,2022,아파트,중개거래,서울 마포구
2025,11740,강동구,10800,성내동,1,대지,0420,0016,대주그린빌,2025-03-19,57000,76.46,0.0,3.0,,,2003,아파트,중개거래,서울 강동구
2025,11260,중랑구,10100,면목동,1,대지,0454,0055,오렌지타운,2025-03-19,29000,30.0,20.0,2.0,,,2017,연립다세대,중개거래,서울 중랑구
2025,11740,강동구,10800,성내동,1,대지,0385,0024,유하우스,2025-03-19,24000,57.42,23.0,5.0,,,2008,연립다세대,직거래,
2025,11200,성동구,10500,마장동,1,대지,0767,0005,오렌지타운,2025-03-19,49500,46.19,28.0,5.0,,,2017,연립다세대,중개거래,서울 성동구
2025,11320,도봉구,10600,방학동,,,,,,2025-03-19,55000,244.17,163.0,0.0,,,1991,단독다가구,직거래,
2025,11440,마포구,10800,대흥동,1,대지,0012,0033,캠프21오피스텔,2025-03-19,16000,31.68,45.05,14.0,,,2000,오피스텔,중개거래,서울 마포구
2025,11710,송파구,10100,잠실동,1,대지,0022,0000,리센츠,2025-03-19,280000,124.22,0.0,9.0,,,2008,아파트,직거래,
2025,11710,송파구,10800,문정동,1,대지,0150,0000,올림픽훼밀리타운,2025-03-19,197000,158.705,0.0,9.0,,,1988,아파트,직거래,
2025,11350,노원구,10600,중계동,1,대지,0362,0001,주공8,2025-03-19,47900,49.72,0.0,1.0,,,1993,아파트,중개거래,서울 노원구
2025,11170,용산구,10200,용산동2가,,,,,,2025-03-19,115000,150.55,94.0,0.0,,,1987,단독다가구,중개거래,서울 용산구
2025,11350,노원구,10500,상계동,1,대지,0647,0000,상계주공12(고층),2025-03-19,47000,49.94,0.0,7.0,,,1988,아파트,중개거래,서울 노원구
2025,11380,은평구,10200,녹번동,1,대지,0281,0000,북한산푸르지오,2025-03-19,92500,84.99,0.0,1.0,,,2015,아파트,중개거래,서울 은평구
2025,11680,강남구,10800,논현동,1,대지,0221,0007,한양수자인어반게이트,2025-03-19,20000,16.2,0.0,8.0,,,2013,아파트,중개거래,서울 강남구
2025,11620,관악구,10200,신림동,1,대지,1574,0010,"태성휴빌A,B동",2025-03-19,20800,28.79,19.0,3.0,,,2014,연립다세대,직거래,
2025,11545,금천구,10200,독산동,1,대지,0907,0016,리치에코빌,2025-03-19,24500,47.07,26.0,4.0,,,2014,연립다세대,중개거래,서울 금천구
2025,11230,동대문구,10700,청량리동,1,대지,0235,0001,미주,2025-03-19,100000,86.74,0.0,3.0,,,1978,아파트,중개거래,서울 동대문구
2025,11410,서대문구,11800,홍은동,1,대지,0294,0018,태경쉐르빌,2025-03-19,24500,38.72,22.0,2.0,,,2012,연립다세대,중개거래,서울 서대문구
2025,11620,관악구,10100,봉천동,1,대지,0100,0090,리인아트빌,2025-03-19,30000,42.44,28.0,3.0,,,2016,연립다세대,중개거래,서울 관악구
2025,11470,양천구,10100,신정동,1,대지,1212,0010,탑빌리지,2025-03-19,54000,62.21,31.0,4.0,,,2002,연립다세대,직거래,
2025,11710,송파구,10700,가락동,1,대지,0105,0003,피스빌,2025-03-19,27000,55.34,29.0,4.0,,,2004,연립다세대,직거래,
2025,11680,강남구,10500,삼성동,1,대지,0016,0002,삼성동힐스테이트 1단지,2025-03-19,400000,114.463,0.0,14.0,,,2008,아파트,중개거래,서울 강남구
2025,11440,마포구,11400,창전동,1,대지,0449,0000,마포웨스트리버태영데시앙,2025-03-19,157700,84.391,0.0,6.0,,,2019,아파트,중개거래,"서울 마포구, 서울 용산구"
2025,11260,중랑구,10400,묵동,1,대지,0013,0000,신내,2025-03-19,55000,59.76,0.0,3.0,,,1996,아파트,중개거래,"서울 노원구, 서울 중랑구"
2025,11440,마포구,12700,상암동,1,대지,1596,0000,"상암DMC푸르지오시티, S-City",2025-03-19,17500,18.96,29.4293,10.0,,,2017,오피스텔,중개거래,서울 마포구
2025,11590,동작구,10300,상도1동,1,대지,0419,0003,종로빌리지,2025-03-19,39000,76.19,53.0,1.0,,,1991,연립다세대,중개거래,서울 동작구
2025,11170,용산구,12900,이촌동,1,대지,0426,0000,이촌동삼성리버스위트,2025-03-19,289000,134.9,0.0,2.0,,,2002,아파트,직거래,
2025,11200,성동구,11800,송정동,1,대지,0073,0532,아인하임,2025-03-19,40000,37.91,24.0,6.0,,,2016,연립다세대,직거래,
2025,11440,마포구,12700,상암동,1,대지,1596,0000,"상암DMC푸르지오시티, S-City",2025-03-19,16800,18.24,28.5016,9.0,,,2017,오피스텔,중개거래,서울 마포구
2025,11620,관악구,10200,신림동,1,대지,1433,0055,프라비다트라움,2025-03-19,10900,14.06,0.0,3.0,,,2013,아파트,중개거래,서울 관악구
2025,11740,강동구,10900,천호동,1,대지,0166,0107,천호동 오피스텔,2025-03-19,41000,32.27,39.99,7.0,,,2003,오피스텔,중개거래,서울 강동구
2025,11590,동작구,10600,동작동,1,대지,0332,0000,이수교KCC스위첸,2025-03-19,102000,59.91,0.0,6.0,,,2006,아파트,중개거래,서울 동작구
2025,11650,서초구,10800,서초동,1,대지,1321,0009,풍림아이원매직,2025-03-19,29350,31.83,42.49,8.0,,,2004,오피스텔,중개거래,서울 서초구
2025,11380,은평구,10400,갈현동,1,대지,0511,0026,만민베스트빌A동,2025-03-19,27700,63.83,33.0,2.0,,,2001,연립다세대,중개거래,서울 은평구
2025,11560,영등포구,13200,신길동,1,대지,0255,0009,신길AK푸르지오,2025-03-19,89010,49.466,0.0,5.0,분양권,20250320,0,아파트,직거래,
2025,11560,영등포구,13200,신길동,1,대지,0255,0009,신길AK푸르지오,2025-03-19,89010,49.466,0.0,5.0,분양권,,0,아파트,직거래,
2025,11680,강남구,10500,삼성동,1,대지,0017,0000,삼성동롯데아파트,2025-03-19,185000,59.4,0.0,2.0,,,2000,아파트,중개거래,서울 강남구
2025,11680,강남구,11000,압구정동,1,대지,0433,0000,신현대11차,2025-03-19,920000,183.41,0.0,3.0,,,1983,아파트,중개거래,서울 강남구
2025,11410,서대문구,11800,홍은동,,,,,,2025-03-19,153000,78.35,175.0,0.0,,20250320,2016,단독다가구,중개거래,경기 김포시
2025,11440,마포구,10400,도화동,1,대지,0555,0000,마포 한화 오벨리스크,2025-03-19,36000,33.93,47.09,12.0,,,2004,오피스텔,중개거래,서울 마포구
2025,11620,관악구,10100,봉천동,1,대지,0887,0001,쌍용프라임,2025-03-19,41700,48.83,29.0,5.0,,,2014,연립다세대,중개거래,서울 관악구
2025,11650,서초구,10800,서초동,1,대지,1518,0006,서초대림빌라트,2025-03-19,181000,206.27,0.0,5.0,,,2004,아파트,직거래,
2025,11200,성동구,10500,마장동,1,대지,0819,0000,마장동중앙하이츠,2025-03-19,83800,60.0,0.0,5.0,,,1999,아파트,중개거래,서울 성동구
2025,11650,서초구,10100,방배동,1,대지,0841,0007,"르시엘(A,B동)",2025-03-19,70000,66.04,33.0,4.0,,,2011,연립다세대,중개거래,서울 서초구
2025,11545,금천구,10100,가산동,1,대지,0153,0009,해찬행복드림,2025-03-19,13400,25.57,34.56,2.0,,,2008,오피스텔,중개거래,서울 금천구
2025,11440,마포구,12500,성산동,1,대지,0081,0029,슈펜하임,2025-03-19,26500,29.83,18.0,3.0,,,2016,연립다세대,중개거래,서울 마포구
2025,11470,양천구,10200,목동,1,대지,0904,0000,목동신시가지4,2025-03-19,149000,47.25,0.0,8.0,,,1986,아파트,중개거래,서울 양천구
2025,11470,양천구,10200,목동,1,대지,0904,0000,목동신시가지4,2025-03-19,145000,48.69,0.0,4.0,,,1986,아파트,중개거래,서울 양천구
2025,11320,도봉구,10500,쌍문동,1,대지,0460,0184,진주빌라(460-184),2025-03-19,12300,32.04,20.0,3.0,,,1991,연립다세대,중개거래,서울 도봉구
2025,11470,양천구,10200,목동,1,대지,0904,0000,목동신시가지4,2025-03-19,228000,95.34,0.0,10.0,,,1986,아파트,중개거래,서울 양천구
2025,11380,은평구,10800,역촌동,1,대지,0045,0013,수성렉스빌(45-13),2025-03-19,30000,54.23,25.0,4.0,,,2015,연립다세대,직거래,
2025,11440,마포구,12500,성산동,1,대지,0590,0001,상암 두산위브센티움,2025-03-19,18500,28.36,40.42,15.0,,,2013,오피스텔,중개거래,서울 마포구
2025,11290,성북구,13400,길음동,1,대지,1279,0000,길음뉴타운1단지(래미안길음1차),2025-03-18,84000,59.99,0.0,11.0,,,2003,아파트,중개거래,서울 성북구
2025,11590,동작구,10100,노량진동,1,대지,0057,0001,메가스터디타워,2025-03-18,18500,19.277,31.536,12.0,,,2015,오피스텔,중개거래,서울 동작구
2025,11290,성북구,10300,돈암동,1,대지,0603,0000,돈암동더샵아파트,2025-03-18,77500,84.817,0.0,11.0,,,2006,아파트,중개거래,서울 성북구
2025,11530,구로구,10200,구로동,1,대지,0557,0000,삼성빌딩,2025-03-18,34000,50.03,29.0,3.0,,,2018,연립다세대,중개거래,서울 구로구
2025,11740,강동구,10500,길동,1,대지,0096,0001,(96-1),2025-03-18,30500,72.2,31.0,4.0,,,1998,연립다세대,직거래,
2025,11140,중구,16500,황학동,1,대지,2545,0000,롯데캐슬,2025-03-18,107800,84.97,0.0,16.0,,,2008,아파트,중개거래,서울 성동구
2025,11545,금천구,10300,시흥동,1,대지,1013,0000,관악산벽산타운5,2025-03-18,42900,59.34,0.0,3.0,,,2004,아파트,중개거래,서울 금천구
